pd_no,pd_exg_mkt,info_seq,crd_grd_norm,crd_grd_rank,crd_grd_source,remaining_days,maturity_bucket,is_krw,has_sale_info,is_sellable,source
KR6066571B28,장외,1,AA,3,crd_grd,5286,10년이상,Y,N,Y,derived:PRBD01N001
KR354701GE95,장내,1,AAA,1,crd_grd,400,1-3년,Y,N,Y,derived:PRBD01N001
KR354701GFC5,장내,1,AAA,1,crd_grd,469,1-3년,Y,N,Y,derived:PRBD01N001
KR354702GG43,장내,1,AAA,1,crd_grd,983,1-3년,Y,N,Y,derived:PRBD01N001
KR354801DG61,장내,1,AAA,1,crd_grd,1044,1-3년,Y,N,Y,derived:PRBD01N001
KR354802DE70,장내,1,AAA,1,crd_grd,344,1년미만,Y,N,Y,derived:PRBD01N001
KR354802DG11,장내,1,AAA,1,crd_grd,894,1-3년,Y,N,Y,derived:PRBD01N001
KR354802DG37,장내,1,AAA,1,crd_grd,953,1-3년,Y,N,Y,derived:PRBD01N001
KR355002GFB9,장내,1,AA+,2,crd_grd,1559,3-5년,Y,N,Y,derived:PRBD01N001
KR355501DE30,장내,1,AAA,1,crd_grd,222,1년미만,Y,N,Y,derived:PRBD01N001
KR356001GD56,장내,1,,,,635,1-3년,Y,N,Y,derived:PRBD01N001
KR356001JG68,장내,1,,,,7253,10년이상,Y,N,Y,derived:PRBD01N001
KR356003GD21,장내,1,,,,6023,10년이상,Y,N,Y,derived:PRBD01N001
KR356006G632,장내,1,,,,1683,3-5년,Y,N,Y,derived:PRBD01N001
KR356101DE40,장내,1,AAA,1,crd_grd,252,1년미만,Y,N,Y,derived:PRBD01N001
KR356101DF56,장내,1,AAA,1,crd_grd,649,1-3년,Y,N,Y,derived:PRBD01N001
KR356101DG48,장내,1,AAA,1,crd_grd,983,1-3년,Y,N,Y,derived:PRBD01N001
KR356101GB99,장내,1,AAA,1,crd_grd,12,1년미만,Y,N,Y,derived:PRBD01N001
KR356101JEA7,장내,1,AAA,1,crd_grd,10277,10년이상,Y,N,Y,derived:PRBD01N001
KR3561027342,장내,1,AAA,1,crd_grd,2418,5-10년,Y,N,Y,derived:PRBD01N001
KR356102GA40,장내,1,AAA,1,crd_grd,8631,10년이상,Y,N,Y,derived:PRBD01N001
KR357901GG45,장내,1,AA,3,crd_grd,602,1-3년,Y,N,Y,derived:PRBD01N001
KR356102GA73,장내,1,AAA,1,crd_grd,8721,10년이상,Y,N,Y,derived:PRBD01N001
KR356103DBA2,장내,1,AAA,1,crd_grd,71,1년미만,Y,N,Y,derived:PRBD01N001
KR356103DC16,장내,1,AAA,1,crd_grd,163,1년미만,Y,N,Y,derived:PRBD01N001
KR356103DC73,장내,1,AAA,1,crd_grd,344,1년미만,Y,N,Y,derived:PRBD01N001
KR356103GG50,장내,1,AAA,1,crd_grd,3559,5-10년,Y,N,Y,derived:PRBD01N001
KR356104GF27,장내,1,AAA,1,crd_grd,2009,5-10년,Y,N,Y,derived:PRBD01N001
KR356105GF26,장내,1,AAA,1,crd_grd,1280,3-5년,Y,N,Y,derived:PRBD01N001
KR3561067348,장내,1,AAA,1,crd_grd,2424,5-10년,Y,N,Y,derived:PRBD01N001
KR356108GFB3,장내,1,AAA,1,crd_grd,1004,1-3년,Y,N,Y,derived:PRBD01N001
KR356501GG82,장내,1,AA,3,crd_grd,355,1년미만,Y,N,Y,derived:PRBD01N001
KR357401GF74,장내,1,AAA,1,crd_grd,1412,3-5년,Y,N,Y,derived:PRBD01N001
KR357901GF38,장내,1,AA,3,crd_grd,203,1년미만,Y,N,Y,derived:PRBD01N001
KR358301GG15,장내,1,AA+,2,crd_grd,145,1년미만,Y,N,Y,derived:PRBD01N001
KR380701GG49,장내,1,AAA,1,crd_grd,242,1년미만,Y,N,Y,derived:PRBD01N001
KR380702GFC1,장내,1,AAA,1,crd_grd,299,1년미만,Y,N,Y,derived:PRBD01N001
KR380703GG62,장내,1,AAA,1,crd_grd,305,1년미만,Y,N,Y,derived:PRBD01N001
KR380801JG60,장내,1,AAA,1,crd_grd,10902,10년이상,Y,N,Y,derived:PRBD01N001
KR380802GF30,장내,1,AAA,1,crd_grd,17,1년미만,Y,N,Y,derived:PRBD01N001
KR380803AG75,장내,1,AAA,1,crd_grd,323,1년미만,Y,N,Y,derived:PRBD01N001
KR380803AG83,장내,1,AAA,1,crd_grd,263,1년미만,Y,N,Y,derived:PRBD01N001
KR380812GG29,장내,1,AAA,1,crd_grd,371,1-3년,Y,N,Y,derived:PRBD01N001
KR380814GG68,장내,1,AAA,1,crd_grd,130,1년미만,Y,N,Y,derived:PRBD01N001
KR381001GEA4,장내,1,AAA,1,crd_grd,421,1-3년,Y,N,Y,derived:PRBD01N001
KR6046121FB7,장외,1,,,,830,1-3년,Y,N,Y,derived:PRBD01N001
KR381001GF29,장내,1,AA,3,crd_grd,3109,5-10년,Y,N,Y,derived:PRBD01N001
KR381006GDA5,장내,1,AAA,1,crd_grd,63,1년미만,Y,N,Y,derived:PRBD01N001
KR381101GF10,장내,1,AAA,1,crd_grd,506,1-3년,Y,N,Y,derived:PRBD01N001
KR381103GE19,장내,1,AAA,1,crd_grd,156,1년미만,Y,N,Y,derived:PRBD01N001
KR381104GE91,장내,1,AAA,1,crd_grd,36,1년미만,Y,N,Y,derived:PRBD01N001
KR6000011E89,장내,1,AAA,1,crd_grd,352,1년미만,Y,N,Y,derived:PRBD01N001
KR6000012G45,장내,1,AAA,1,crd_grd,421,1-3년,Y,N,Y,derived:PRBD01N001
KR6000012G52,장내,1,AAA,1,crd_grd,263,1년미만,Y,N,Y,derived:PRBD01N001
KR6000014CA7,장내,1,AA-,4,crd_grd,422,1-3년,Y,N,Y,derived:PRBD01N001
KR6000014F44,장내,1,AAA,1,crd_grd,63,1년미만,Y,N,Y,derived:PRBD01N001
KR6000014FA0,장내,1,AAA,1,crd_grd,60,1년미만,Y,N,Y,derived:PRBD01N001
KR6000015G59,장내,1,AAA,1,crd_grd,185,1년미만,Y,N,Y,derived:PRBD01N001
KR6000032F83,장내,1,AAA,1,crd_grd,188,1년미만,Y,N,Y,derived:PRBD01N001
KR6000036F63,장내,1,AAA,1,crd_grd,5057,10년이상,Y,N,Y,derived:PRBD01N001
KR6000036FA3,장내,1,AAA,1,crd_grd,610,1-3년,Y,N,Y,derived:PRBD01N001
KR6000061C56,장내,1,AA,3,crd_grd,2092,5-10년,Y,N,Y,derived:PRBD01N001
KR6000123G25,장내,1,AA-,4,crd_grd,896,1-3년,Y,N,Y,derived:PRBD01N001
KR6000371E83,장내,1,AA-,4,crd_grd,2930,5-10년,Y,N,Y,derived:PRBD01N001
KR6000723E13,장내,1,AA-,4,crd_grd,161,1년미만,Y,N,Y,derived:PRBD01N001
KR6001682C12,장내,1,AA-,4,crd_grd,160,1년미만,Y,N,Y,derived:PRBD01N001
KR6003542F80,장내,1,AA-,4,crd_grd,738,1-3년,Y,N,Y,derived:PRBD01N001
KR6003543F89,장내,1,AA-,4,crd_grd,1468,3-5년,Y,N,Y,derived:PRBD01N001
KR6003852F43,장내,1,A,6,crd_grd,609,1-3년,Y,N,Y,derived:PRBD01N001
KR6004022F95,장내,1,AA,3,crd_grd,1481,3-5년,Y,N,Y,derived:PRBD01N001
KR60042CNF49,장내,1,AAA,1,crd_grd,188,1년미만,Y,N,Y,derived:PRBD01N001
KR60044YJF47,장내,1,AAA,1,crd_grd,615,1-3년,Y,N,Y,derived:PRBD01N001
KR6005281F49,장내,1,AAA,1,crd_grd,224,1년미만,Y,N,Y,derived:PRBD01N001
KR6005282G39,장내,1,AAA,1,crd_grd,387,1-3년,Y,N,Y,derived:PRBD01N001
KR60054PFF64,장내,1,AAA,1,crd_grd,475,1-3년,Y,N,Y,derived:PRBD01N001
KR60054PHF62,장내,1,AAA,1,crd_grd,597,1-3년,Y,N,Y,derived:PRBD01N001
KR6006221C92,장내,1,A+,5,crd_grd,394,1-3년,Y,N,Y,derived:PRBD01N001
KR6006802G20,장내,1,AA,3,crd_grd,903,1-3년,Y,N,Y,derived:PRBD01N001
KR6006803G29,장내,1,AA,3,crd_grd,539,1-3년,Y,N,Y,derived:PRBD01N001
KR60068AJF61,장내,1,AAA,1,crd_grd,126,1년미만,Y,N,Y,derived:PRBD01N001
KR60071PSF68,장내,1,AAA,1,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR60071PWF62,장내,1,AAA,1,crd_grd,616,1-3년,Y,N,Y,derived:PRBD01N001
KR6008273F35,장내,1,AA-,4,crd_grd,949,1-3년,Y,N,Y,derived:PRBD01N001
KR6008274F75,장내,1,AA-,4,crd_grd,689,1-3년,Y,N,Y,derived:PRBD01N001
KR6008275F82,장내,1,AA-,4,crd_grd,399,1-3년,Y,N,Y,derived:PRBD01N001
KR6008275F90,장내,1,AA-,4,crd_grd,399,1-3년,Y,N,Y,derived:PRBD01N001
KR6008278G54,장내,1,AA-,4,crd_grd,1008,1-3년,Y,N,Y,derived:PRBD01N001
KR600827BFB3,장내,1,AA-,4,crd_grd,826,1-3년,Y,N,Y,derived:PRBD01N001
KR6008561FA2,장내,1,AA,3,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR60091XTF89,장내,1,AAA,1,crd_grd,919,1-3년,Y,N,Y,derived:PRBD01N001
KR60094SYF86,장내,1,AAA,1,crd_grd,1316,3-5년,Y,N,Y,derived:PRBD01N001
KR60098339A9,장내,1,AA-,4,crd_grd,64,1년미만,Y,N,Y,derived:PRBD01N001
KR6009833E11,장내,1,AA-,4,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR6010122EA2,장내,1,AA-,4,crd_grd,1140,3-5년,Y,N,Y,derived:PRBD01N001
KR6010141F98,장내,1,A-,7,crd_grd,405,1-3년,Y,N,Y,derived:PRBD01N001
KR60101AAF93,장내,1,AAA,1,crd_grd,390,1-3년,Y,N,Y,derived:PRBD01N001
KR60101AFF98,장내,1,AAA,1,crd_grd,725,1-3년,Y,N,Y,derived:PRBD01N001
KR60103YKF91,장내,1,AAA,1,crd_grd,247,1년미만,Y,N,Y,derived:PRBD01N001
KR60103YLF90,장내,1,AAA,1,crd_grd,277,1년미만,Y,N,Y,derived:PRBD01N001
KR60103YQF95,장내,1,AAA,1,crd_grd,400,1-3년,Y,N,Y,derived:PRBD01N001
KR60105AGFA1,장내,1,AAA,1,crd_grd,659,1-3년,Y,N,Y,derived:PRBD01N001
KR6010953729,장내,1,AA+,2,crd_grd,185,1년미만,Y,N,Y,derived:PRBD01N001
KR60130PJFB9,장내,1,AAA,1,crd_grd,277,1년미만,Y,N,Y,derived:PRBD01N001
KR60142G2FQ5,장내,1,AAA,1,crd_grd,980,1-3년,Y,N,Y,derived:PRBD01N001
KR60142GQFC6,장내,1,AAA,1,crd_grd,493,1-3년,Y,N,Y,derived:PRBD01N001
KR60143Y9FC7,장내,1,AAA,1,crd_grd,291,1년미만,Y,N,Y,derived:PRBD01N001
KR6015361F17,장내,1,AA-,4,crd_grd,154,1년미만,Y,N,Y,derived:PRBD01N001
KR60155CAG20,장내,1,AAA,1,crd_grd,414,1-3년,Y,N,Y,derived:PRBD01N001
KR6016361F72,장내,1,AA+,2,crd_grd,704,1-3년,Y,N,Y,derived:PRBD01N001
KR6016361G22,장내,1,AA+,2,crd_grd,896,1-3년,Y,N,Y,derived:PRBD01N001
KR60170B4G32,장내,1,AAA,1,crd_grd,496,1-3년,Y,N,Y,derived:PRBD01N001
KR60170B9G37,장내,1,AAA,1,crd_grd,679,1-3년,Y,N,Y,derived:PRBD01N001
KR6017673F99,장내,1,AAA,1,crd_grd,3308,5-10년,Y,N,Y,derived:PRBD01N001
KR6017803F27,장내,1,A,6,crd_grd,1280,3-5년,Y,N,Y,derived:PRBD01N001
KR6017942E12,장내,1,A+,5,crd_grd,161,1년미만,Y,N,Y,derived:PRBD01N001
KR60182V9G48,장내,1,AA,3,crd_grd,1614,3-5년,Y,N,Y,derived:PRBD01N001
KR60183N2G40,장내,1,AAA,1,crd_grd,187,1년미만,Y,N,Y,derived:PRBD01N001
KR60185M9G40,장내,1,AAA,1,crd_grd,131,1년미만,Y,N,Y,derived:PRBD01N001
KR60185MWG42,장내,1,AAA,1,crd_grd,893,1-3년,Y,N,Y,derived:PRBD01N001
KR60186C1G47,장내,1,AAA,1,crd_grd,618,1-3년,Y,N,Y,derived:PRBD01N001
KR6019451G19,장내,1,AA-,4,crd_grd,160,1년미만,Y,N,Y,derived:PRBD01N001
KR6019453G66,장내,1,AA-,4,crd_grd,665,1-3년,Y,N,Y,derived:PRBD01N001
KR6019454FC3,장내,1,AA-,4,crd_grd,567,1-3년,Y,N,Y,derived:PRBD01N001
KR6019455E74,장내,1,AA-,4,crd_grd,508,1-3년,Y,N,Y,derived:PRBD01N001
KR6019457DB3,장내,1,AA-,4,crd_grd,95,1년미만,Y,N,Y,derived:PRBD01N001
KR601945AG32,장내,1,AA-,4,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6019801G32,장내,1,AA-,4,crd_grd,217,1년미만,Y,N,Y,derived:PRBD01N001
KR6019804EB4,장내,1,AA-,4,crd_grd,83,1년미만,Y,N,Y,derived:PRBD01N001
KR6019805DA5,장내,1,AA-,4,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
KR6019806F12,장내,1,AA-,4,crd_grd,476,1-3년,Y,N,Y,derived:PRBD01N001
KR601980KG77,장내,1,AA-,4,crd_grd,1068,1-3년,Y,N,Y,derived:PRBD01N001
KR60210WJG61,장내,1,AAA,1,crd_grd,491,1-3년,Y,N,Y,derived:PRBD01N001
KR60210WPG63,장내,1,AAA,1,crd_grd,613,1-3년,Y,N,Y,derived:PRBD01N001
KR60213H2G62,장내,1,AAA,1,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR60213H6G68,장내,1,AAA,1,crd_grd,131,1년미만,Y,N,Y,derived:PRBD01N001
KR6021961E69,장내,1,AA-,4,crd_grd,145,1년미만,Y,N,Y,derived:PRBD01N001
KR6021961G67,장내,1,AA-,4,crd_grd,483,1-3년,Y,N,Y,derived:PRBD01N001
KR6021964F32,장내,1,AA-,4,crd_grd,418,1-3년,Y,N,Y,derived:PRBD01N001
KR6021965F80,장내,1,AA-,4,crd_grd,431,1-3년,Y,N,Y,derived:PRBD01N001
KR602196AE46,장내,1,AA-,4,crd_grd,238,1년미만,Y,N,Y,derived:PRBD01N001
KR602196AF78,장내,1,AA-,4,crd_grd,704,1-3년,Y,N,Y,derived:PRBD01N001
KR602196EF41,장내,1,AA-,4,crd_grd,616,1-3년,Y,N,Y,derived:PRBD01N001
KR602196FF73,장내,1,AA-,4,crd_grd,648,1-3년,Y,N,Y,derived:PRBD01N001
KR60222CTG77,장내,1,AAA,1,crd_grd,1252,3-5년,Y,N,Y,derived:PRBD01N001
KR6023761F82,장내,1,A,6,crd_grd,175,1년미만,Y,N,Y,derived:PRBD01N001
KR6023762F65,장내,1,A,6,crd_grd,312,1년미만,Y,N,Y,derived:PRBD01N001
KR6023763EA8,장내,1,A,6,crd_grd,63,1년미만,Y,N,Y,derived:PRBD01N001
KR6023763EC4,장내,1,A,6,crd_grd,111,1년미만,Y,N,Y,derived:PRBD01N001
KR6023764F48,장내,1,A,6,crd_grd,68,1년미만,Y,N,Y,derived:PRBD01N001
KR6023764G47,장내,1,A,6,crd_grd,693,1-3년,Y,N,Y,derived:PRBD01N001
KR6023764G88,장내,1,A,6,crd_grd,809,1-3년,Y,N,Y,derived:PRBD01N001
KR6023781F88,장내,1,AA-,4,crd_grd,777,1-3년,Y,N,Y,derived:PRBD01N001
KR6023783EB4,장내,1,AA-,4,crd_grd,622,1-3년,Y,N,Y,derived:PRBD01N001
KR6023785DA3,장내,1,AA-,4,crd_grd,788,1-3년,Y,N,Y,derived:PRBD01N001
KR6023786E84,장내,1,AA-,4,crd_grd,1103,3-5년,Y,N,Y,derived:PRBD01N001
KR6023787F33,장내,1,AA-,4,crd_grd,767,1-3년,Y,N,Y,derived:PRBD01N001
KR6023788EC1,장내,1,AA-,4,crd_grd,119,1년미만,Y,N,Y,derived:PRBD01N001
KR6029691FB0,장내,1,A+,5,crd_grd,822,1-3년,Y,N,Y,derived:PRBD01N001
KR6029692E92,장내,1,A+,5,crd_grd,385,1-3년,Y,N,Y,derived:PRBD01N001
KR6029693G73,장내,1,A+,5,crd_grd,703,1-3년,Y,N,Y,derived:PRBD01N001
KR6029695G55,장내,1,A+,5,crd_grd,738,1-3년,Y,N,Y,derived:PRBD01N001
KR60297828A0,장내,1,AA+,2,crd_grd,795,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782B96,장내,1,AA+,2,crd_grd,756,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782E77,장내,1,AA+,2,crd_grd,1054,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782F35,장내,1,AA+,2,crd_grd,1293,3-5년,Y,N,Y,derived:PRBD01N001
KR6029783D28,장내,1,AA+,2,crd_grd,206,1년미만,Y,N,Y,derived:PRBD01N001
KR6029786F56,장내,1,AA+,2,crd_grd,1280,3-5년,Y,N,Y,derived:PRBD01N001
KR6029787F14,장내,1,AA+,2,crd_grd,1242,3-5년,Y,N,Y,derived:PRBD01N001
KR6029881697,장내,1,AA+,2,crd_grd,12,1년미만,Y,N,Y,derived:PRBD01N001
KR6029882F91,장내,1,AA+,2,crd_grd,1475,3-5년,Y,N,Y,derived:PRBD01N001
KR6029883DB8,장내,1,AA+,2,crd_grd,73,1년미만,Y,N,Y,derived:PRBD01N001
KR6029883F17,장내,1,AA+,2,crd_grd,1243,3-5년,Y,N,Y,derived:PRBD01N001
KR6029884D59,장내,1,AA+,2,crd_grd,262,1년미만,Y,N,Y,derived:PRBD01N001
KR6029886E56,장내,1,AA+,2,crd_grd,279,1년미만,Y,N,Y,derived:PRBD01N001
KR6029886FB6,장내,1,AA+,2,crd_grd,823,1-3년,Y,N,Y,derived:PRBD01N001
KR6029889872,장내,1,AA+,2,crd_grd,691,1-3년,Y,N,Y,derived:PRBD01N001
KR602988BF95,장내,1,AA+,2,crd_grd,767,1-3년,Y,N,Y,derived:PRBD01N001
KR602988CAA2,장내,1,AA+,2,crd_grd,1523,3-5년,Y,N,Y,derived:PRBD01N001
KR602988EC53,장내,1,AA+,2,crd_grd,273,1년미만,Y,N,Y,derived:PRBD01N001
KR602988GF74,장내,1,AA+,2,crd_grd,697,1-3년,Y,N,Y,derived:PRBD01N001
KR602988XDB0,장내,1,AA+,2,crd_grd,829,1-3년,Y,N,Y,derived:PRBD01N001
KR6030203G33,장내,1,AAA,1,crd_grd,3483,5-10년,Y,N,Y,derived:PRBD01N001
KR6030491EA7,장내,1,AA,3,crd_grd,63,1년미만,Y,N,Y,derived:PRBD01N001
KR6030491G26,장내,1,AA,3,crd_grd,532,1-3년,Y,N,Y,derived:PRBD01N001
KR6030623E94,장내,1,AA-,4,crd_grd,76,1년미만,Y,N,Y,derived:PRBD01N001
KR6030623F44,장내,1,AA-,4,crd_grd,357,1년미만,Y,N,Y,derived:PRBD01N001
KR6030623G84,장내,1,AA-,4,crd_grd,473,1-3년,Y,N,Y,derived:PRBD01N001
KR6030624F43,장내,1,AA-,4,crd_grd,602,1-3년,Y,N,Y,derived:PRBD01N001
KR6030625EA0,장내,1,AA-,4,crd_grd,238,1년미만,Y,N,Y,derived:PRBD01N001
KR6030626EA8,장내,1,AA-,4,crd_grd,420,1-3년,Y,N,Y,derived:PRBD01N001
KR603062AEA1,장내,1,AA-,4,crd_grd,161,1년미만,Y,N,Y,derived:PRBD01N001
KR603062GE56,장내,1,AA-,4,crd_grd,273,1년미만,Y,N,Y,derived:PRBD01N001
KR6031321G20,장내,1,AA+,2,crd_grd,186,1년미만,Y,N,Y,derived:PRBD01N001
KR6032643D14,장내,1,AA+,2,crd_grd,510,1-3년,Y,N,Y,derived:PRBD01N001
KR6032713D50,장내,1,AA+,2,crd_grd,622,1-3년,Y,N,Y,derived:PRBD01N001
KR6032713D92,장내,1,AA+,2,crd_grd,17,1년미만,Y,N,Y,derived:PRBD01N001
KR6032714FA7,장내,1,AA+,2,crd_grd,1155,3-5년,Y,N,Y,derived:PRBD01N001
KR6032714FC3,장내,1,AA+,2,crd_grd,902,1-3년,Y,N,Y,derived:PRBD01N001
KR6032715E16,장내,1,AA+,2,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR6032715EA7,장내,1,AA+,2,crd_grd,1153,3-5년,Y,N,Y,derived:PRBD01N001
KR6032719DC7,장내,1,AA+,2,crd_grd,852,1-3년,Y,N,Y,derived:PRBD01N001
KR6032719EA9,장내,1,AA+,2,crd_grd,1165,3-5년,Y,N,Y,derived:PRBD01N001
KR6032719F52,장내,1,AA+,2,crd_grd,1369,3-5년,Y,N,Y,derived:PRBD01N001
KR6032719FB4,장내,1,AA+,2,crd_grd,1099,3-5년,Y,N,Y,derived:PRBD01N001
KR603271AEA8,장내,1,AA+,2,crd_grd,1166,3-5년,Y,N,Y,derived:PRBD01N001
KR603271BE74,장내,1,AA+,2,crd_grd,704,1-3년,Y,N,Y,derived:PRBD01N001
KR603271BF32,장내,1,AA+,2,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR603271DE64,장내,1,AA+,2,crd_grd,33,1년미만,Y,N,Y,derived:PRBD01N001
KR6033661G24,장내,1,AA-,4,crd_grd,112,1년미만,Y,N,Y,derived:PRBD01N001
KR6033661G65,장내,1,AA-,4,crd_grd,259,1년미만,Y,N,Y,derived:PRBD01N001
KR6033662E66,장내,1,AA-,4,crd_grd,301,1년미만,Y,N,Y,derived:PRBD01N001
KR6033663E73,장내,1,AA-,4,crd_grd,322,1년미만,Y,N,Y,derived:PRBD01N001
KR6033664E98,장내,1,AA-,4,crd_grd,1111,3-5년,Y,N,Y,derived:PRBD01N001
KR6033668FC0,장내,1,AA-,4,crd_grd,187,1년미만,Y,N,Y,derived:PRBD01N001
KR6033668G68,장내,1,AA-,4,crd_grd,570,1-3년,Y,N,Y,derived:PRBD01N001
KR6033669DB5,장내,1,AA-,4,crd_grd,83,1년미만,Y,N,Y,derived:PRBD01N001
KR6033669G75,장내,1,AA-,4,crd_grd,1053,1-3년,Y,N,Y,derived:PRBD01N001
KR603366HG64,장내,1,AA-,4,crd_grd,648,1-3년,Y,N,Y,derived:PRBD01N001
KR6033782E46,장내,1,AAA,1,crd_grd,978,1-3년,Y,N,Y,derived:PRBD01N001
KR6034732D95,장내,1,AA+,2,crd_grd,752,1-3년,Y,N,Y,derived:PRBD01N001
KR6034733925,장내,1,AA+,2,crd_grd,921,1-3년,Y,N,Y,derived:PRBD01N001
KR6034733B96,장내,1,AA+,2,crd_grd,1849,5-10년,Y,N,Y,derived:PRBD01N001
KR6034832E85,장내,1,A-,7,crd_grd,371,1-3년,Y,N,Y,derived:PRBD01N001
KR6039492BA2,장내,1,AA,3,crd_grd,66,1년미만,Y,N,Y,derived:PRBD01N001
KR6046291F90,장내,1,A,6,crd_grd,33,1년미만,Y,N,Y,derived:PRBD01N001
KR6046291G24,장내,1,A,6,crd_grd,182,1년미만,Y,N,Y,derived:PRBD01N001
KR6046292G56,장내,1,A,6,crd_grd,350,1년미만,Y,N,Y,derived:PRBD01N001
KR6046297FA7,장내,1,A,6,crd_grd,252,1년미만,Y,N,Y,derived:PRBD01N001
KR604629AG21,장내,1,A,6,crd_grd,921,1-3년,Y,N,Y,derived:PRBD01N001
KR6047803855,장내,1,AA,3,crd_grd,628,1-3년,Y,N,Y,derived:PRBD01N001
KR6047803F57,장내,1,AA,3,crd_grd,2106,5-10년,Y,N,Y,derived:PRBD01N001
KR6055551F88,장내,1,AAA,1,crd_grd,736,1-3년,Y,N,Y,derived:PRBD01N001
KR6055552G86,장내,1,AAA,1,crd_grd,1812,3-5년,Y,N,Y,derived:PRBD01N001
KR6060003D27,장내,1,AA-,4,crd_grd,555,1-3년,Y,N,Y,derived:PRBD01N001
KR60633220C9,장내,1,AAA,1,crd_grd,5225,10년이상,Y,N,Y,derived:PRBD01N001
KR6063322C59,장내,1,AAA,1,crd_grd,5762,10년이상,Y,N,Y,derived:PRBD01N001
KR6063324E30,장내,1,AAA,1,crd_grd,947,1-3년,Y,N,Y,derived:PRBD01N001
KR6063621F96,장내,1,AAA,1,crd_grd,1473,3-5년,Y,N,Y,derived:PRBD01N001
KR6064311EA6,장내,1,AAA,1,crd_grd,406,1-3년,Y,N,Y,derived:PRBD01N001
KR60643129C0,장내,1,AAA,1,crd_grd,8521,10년이상,Y,N,Y,derived:PRBD01N001
KR6064314A67,장내,1,AAA,1,crd_grd,5057,10년이상,Y,N,Y,derived:PRBD01N001
KR6064403D33,장내,1,AA,3,crd_grd,567,1-3년,Y,N,Y,derived:PRBD01N001
KR6064981F15,장내,1,AAA,1,crd_grd,154,1년미만,Y,N,Y,derived:PRBD01N001
KR6064982G47,장내,1,AAA,1,crd_grd,1691,3-5년,Y,N,Y,derived:PRBD01N001
KR6064982G62,장내,1,AAA,1,crd_grd,658,1-3년,Y,N,Y,derived:PRBD01N001
KR6064984G60,장내,1,AAA,1,crd_grd,3596,5-10년,Y,N,Y,derived:PRBD01N001
KR6064986G68,장내,1,AAA,1,crd_grd,1039,1-3년,Y,N,Y,derived:PRBD01N001
KR6065904E90,장내,1,AA+,2,crd_grd,1131,3-5년,Y,N,Y,derived:PRBD01N001
KR6065904F65,장내,1,AA+,2,crd_grd,1400,3-5년,Y,N,Y,derived:PRBD01N001
KR6065905E16,장내,1,AA+,2,crd_grd,509,1-3년,Y,N,Y,derived:PRBD01N001
KR6065905F72,장내,1,AA+,2,crd_grd,1425,3-5년,Y,N,Y,derived:PRBD01N001
KR6065906FB7,장내,1,AA+,2,crd_grd,462,1-3년,Y,N,Y,derived:PRBD01N001
KR6065907F70,장내,1,AA+,2,crd_grd,343,1년미만,Y,N,Y,derived:PRBD01N001
KR606590AD73,장내,1,AA+,2,crd_grd,336,1년미만,Y,N,Y,derived:PRBD01N001
KR606590EG35,장내,1,AA+,2,crd_grd,1014,1-3년,Y,N,Y,derived:PRBD01N001
KR606590GC45,장내,1,AA+,2,crd_grd,305,1년미만,Y,N,Y,derived:PRBD01N001
KR6068173F63,장내,1,AAA,1,crd_grd,1400,3-5년,Y,N,Y,derived:PRBD01N001
KR6068175F38,장내,1,AAA,1,crd_grd,578,1-3년,Y,N,Y,derived:PRBD01N001
KR6079312F54,장내,1,AA-,4,crd_grd,327,1년미만,Y,N,Y,derived:PRBD01N001
KR6079315DB0,장내,1,AA-,4,crd_grd,441,1-3년,Y,N,Y,derived:PRBD01N001
KR6079317G58,장내,1,AA-,4,crd_grd,1011,1-3년,Y,N,Y,derived:PRBD01N001
KR6079318E91,장내,1,AA-,4,crd_grd,217,1년미만,Y,N,Y,derived:PRBD01N001
KR607931AE45,장내,1,AA-,4,crd_grd,110,1년미만,Y,N,Y,derived:PRBD01N001
KR607931CDC7,장내,1,AA-,4,crd_grd,60,1년미만,Y,N,Y,derived:PRBD01N001
KR6082971D78,장내,1,AA-,4,crd_grd,693,1-3년,Y,N,Y,derived:PRBD01N001
KR6082971G26,장내,1,AA-,4,crd_grd,895,1-3년,Y,N,Y,derived:PRBD01N001
KR6082973DA3,장내,1,AA-,4,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
KR6082974EC5,장내,1,AA-,4,crd_grd,210,1년미만,Y,N,Y,derived:PRBD01N001
KR6086791D28,장내,1,AA-,4,crd_grd,544,1-3년,Y,N,Y,derived:PRBD01N001
KR6086791E27,장내,1,AA-,4,crd_grd,917,1-3년,Y,N,Y,derived:PRBD01N001
KR6086792D50,장내,1,AAA,1,crd_grd,640,1-3년,Y,N,Y,derived:PRBD01N001
KR6086951B91,장내,1,A-,7,crd_grd,1850,5-10년,Y,N,Y,derived:PRBD01N001
